target_site,n,n_cn,n_ad,auc,pr_auc,brier,tn,fp,fn,tp,sensitivity,specificity,balanced_accuracy,f1,cn_fpr,ad_fnr,calibration_intercept,calibration_slope
130,34,21,13,0.8351648351648352,0.7493781218781219,0.19413733999165828,19,2,7,6,0.46153846153846156,0.9047619047619048,0.6831501831501832,0.5714285714285714,0.09523809523809523,0.5384615384615384,0.5057141576349403,0.5034143107372807
035,20,15,5,0.56,0.40555555555555556,0.2284954022384984,14,1,3,2,0.4,0.9333333333333333,0.6666666666666667,0.5,0.06666666666666667,0.6,-0.8465463704991079,0.11026352226912729
