build_candidate,candidate,role,prediction_level,fold,n,n_cn,n_ad,tn,fp,fn,tp,sensitivity,specificity,balanced_accuracy,f1,predicted_ad_rate,auc,pr_auc,sliced_wasserstein,bures_wasserstein_ledoitwolf
runwise164_pilot_parity,promoted_beta3p75_oof_ecdf,primary_model,fold_model,1,180,90,90,83,7,59,31,0.3444444444444444,0.9222222222222224,0.6333333333333333,0.484375,0.2111111111111111,0.674567901234568,0.696781908633505,0.3379525429034219,11.490258089951919
runwise164_pilot_parity,promoted_beta3p75_oof_ecdf,primary_model,fold_model,2,180,90,90,77,13,69,21,0.2333333333333333,0.8555555555555555,0.5444444444444444,0.3387096774193548,0.1888888888888888,0.620493827160494,0.6287473207207356,0.36839542499195455,11.754584355618977
runwise164_pilot_parity,promoted_beta3p75_oof_ecdf,primary_model,fold_model,3,180,90,90,78,12,67,23,0.2555555555555555,0.8666666666666667,0.5611111111111111,0.368,0.1944444444444444,0.6265432098765433,0.6365962297571572,0.3370119443335956,11.479710001736754
runwise164_pilot_parity,promoted_beta3p75_oof_ecdf,primary_model,fold_model,4,180,90,90,82,8,71,19,0.2111111111111111,0.9111111111111112,0.5611111111111111,0.3247863247863248,0.15,0.6481481481481481,0.6573458605370928,0.36378931351804233,11.51935458424522
runwise164_pilot_parity,promoted_beta3p75_oof_ecdf,primary_model,fold_model,5,180,90,90,65,25,48,42,0.4666666666666667,0.7222222222222222,0.5944444444444444,0.535031847133758,0.3722222222222222,0.6329629629629631,0.6383964354875676,0.3372808478943722,11.880874463087453
