site_i,site_j,n_i,n_j,euclidean_dist,cosine_dist
129,57,2,2,13.701223373413086,0.9827671628445387
129,6,2,14,9.867650985717773,0.8776351362466812
129,82,2,1,15.519365310668945,0.9051880240440369
129,98,2,3,12.96605110168457,1.033666156232357
13,130,7,33,5.924436092376709,0.7500188946723938
13,131,7,1,15.463662147521973,0.8591573238372803
13,135,7,6,7.855413436889648,0.8009171932935715
13,136,7,5,7.411831378936768,0.7253182232379913
13,14,7,18,6.399989128112793,0.7964337021112442
13,168,7,8,7.461975574493408,0.8651782274246216
13,177,7,6,9.136917114257812,1.0326476395130157
13,18,7,10,6.437539577484131,0.7290076017379761
13,19,7,12,6.6614813804626465,0.789943516254425
13,2,7,9,7.100579738616943,0.8446628302335739
13,22,7,1,15.7090482711792,0.9389124475419521
13,27,7,4,10.099624633789062,1.0816625356674194
13,3,7,20,6.697004318237305,0.8973160833120346
13,301,7,4,9.62285041809082,0.9405991211533546
13,305,7,7,8.203756332397461,0.9522504396736622
13,31,7,6,7.07582950592041,0.6878599226474762
13,32,7,3,9.296501159667969,0.9284603893756866
13,35,7,4,8.744344711303711,0.8664959818124771
13,53,7,4,9.392106056213379,0.884789802134037
13,57,7,2,11.645513534545898,1.0184074360877275
13,6,7,14,6.572176456451416,0.8657865226268768
13,82,7,1,14.292445182800293,0.981123698875308
13,98,7,3,9.636380195617676,0.872889831662178
130,131,33,1,14.90969467163086,0.7993065714836121
130,135,33,6,7.077351093292236,0.8391820192337036
130,136,33,5,6.27597713470459,0.6419324576854706
130,14,33,18,4.923033237457275,0.7511896342039108
130,168,33,8,6.363758563995361,0.8793922439217567
130,177,33,6,7.401718616485596,0.8577018529176712
130,18,33,10,4.8221116065979,0.5972572565078735
130,19,33,12,4.960362434387207,0.6479191184043884
130,2,33,9,5.257741928100586,0.6561971008777618
130,22,33,1,15.277280807495117,0.9551936462521553
130,27,33,4,8.843969345092773,1.041793204843998
130,3,33,20,5.06648588180542,0.8301268070936203
130,301,33,4,8.244505882263184,0.8103050738573074
130,305,33,7,6.320000648498535,0.7380454540252686
130,31,33,6,6.501266002655029,0.7532351166009903
130,32,33,3,8.11298942565918,0.8581468760967255
130,35,33,4,7.528521537780762,0.7754661440849304
130,53,33,4,8.37503719329834,0.8341952413320541
130,57,33,2,10.2416410446167,0.8670809268951416
130,6,33,14,4.557199478149414,0.6742415726184845
130,82,33,1,13.270502090454102,0.8741981387138367
130,98,33,3,8.80258846282959,0.8583759367465973
131,135,1,6,15.440530776977539,0.8154909759759903
131,136,1,5,16.21168327331543,0.9414183087646961
131,14,1,18,15.829523086547852,1.0036750652361661
131,168,1,8,15.57726001739502,0.8793817535042763
131,177,1,6,16.793180465698242,1.0094177071005106
131,18,1,10,15.013887405395508,0.7984127402305603
131,19,1,12,15.23862075805664,0.8458045125007629
131,2,1,9,16.19045066833496,1.0210691764950752
131,22,1,1,21.82697868347168,1.044140387326479
131,27,1,4,17.512041091918945,1.0535513833165169
131,3,1,20,16.085235595703125,1.0775451809167862
131,301,1,4,17.25056266784668,1.001623050076887
131,305,1,7,15.691709518432617,0.8752554729580879
131,31,1,6,16.205442428588867,0.9531010873615742
131,32,1,3,16.87082290649414,0.9694695360958576
131,35,1,4,17.284164428710938,1.0523682907223701
131,53,1,4,17.094995498657227,0.9768228307366371
131,57,1,2,18.42848777770996,1.0227945819497108
131,6,1,14,15.961931228637695,1.0483309179544449
131,82,1,1,20.637645721435547,1.0489545576274395
131,98,1,3,17.298114776611328,0.9805087968707085
135,136,6,5,8.83008098602295,0.8868424668908119
135,14,6,18,7.386133670806885,0.8462938219308853
135,168,6,8,7.537430286407471,0.7358022034168243
135,177,6,6,8.953868865966797,0.8583348095417023
135,18,6,10,7.113882541656494,0.7197535634040833
135,19,6,12,7.038198947906494,0.709444522857666
135,2,6,9,7.735942363739014,0.8244534283876419
135,22,6,1,15.534444808959961,0.858630046248436
135,27,6,4,10.290517807006836,0.9879307122901082
135,3,6,20,6.948979377746582,0.7513022273778915
135,301,6,4,9.271167755126953,0.773215040564537
135,305,6,7,8.134533882141113,0.795215904712677
135,31,6,6,8.791797637939453,0.9085732251405716
135,32,6,3,9.715995788574219,0.895880900323391
135,35,6,4,9.547636985778809,0.9088130965828896
135,53,6,4,9.919357299804688,0.8810786083340645
135,57,6,2,11.797929763793945,0.9493389241397381
135,6,6,14,7.4923295974731445,0.8941911235451698
135,82,6,1,14.716625213623047,0.9829308670014143
135,98,6,3,9.447807312011719,0.7512327134609222
136,14,5,18,7.52777099609375,0.9048004075884819
136,168,5,8,8.404094696044922,0.9349794760346413
136,177,5,6,9.483848571777344,0.9773492384701967
136,18,5,10,7.072065353393555,0.7272161245346069
136,19,5,12,7.094921112060547,0.7386084198951721
136,2,5,9,7.285096168518066,0.7433436512947083
136,22,5,1,16.98513412475586,1.1023665219545364
136,27,5,4,9.805472373962402,0.907169759273529
136,3,5,20,7.517338275909424,0.9211862459778786
136,301,5,4,10.48414134979248,1.006768579594791
136,305,5,7,8.493192672729492,0.8817681074142456
136,31,5,6,8.209450721740723,0.8051003813743591
136,32,5,3,9.69594955444336,0.9037788510322571
136,35,5,4,9.301816940307617,0.8740683048963547
136,53,5,4,10.521385192871094,1.0064104706980288
136,57,5,2,12.075630187988281,1.0088981734588742
136,6,5,14,7.073393821716309,0.8061930537223816
136,82,5,1,14.449426651000977,0.945725291967392
136,98,5,3,10.553192138671875,0.9561168663203716
14,168,18,8,6.658540725708008,0.8640203773975372
14,177,18,6,7.381320476531982,0.7839597910642624
14,18,18,10,5.982398509979248,0.824468120932579
14,19,18,12,5.843475341796875,0.7985302060842514
14,2,18,9,6.406113624572754,0.8836858421564102
14,22,18,1,14.939982414245605,0.8414557725191116
14,27,18,4,8.952296257019043,0.9823567159473896
14,3,18,20,5.293399810791016,0.7694913893938065
14,301,18,4,9.344709396362305,1.0366251096129417
14,305,18,7,6.461331367492676,0.7105363011360168
14,31,18,6,7.119831085205078,0.8449296206235886
14,32,18,3,8.770519256591797,0.963096234947443
14,35,18,4,7.809751987457275,0.7923640757799149
14,53,18,4,8.617871284484863,0.8407098203897476
14,57,18,2,10.251057624816895,0.8270863145589828
14,6,18,14,5.539413928985596,0.8471753299236298
14,82,18,1,12.745173454284668,0.7269486784934998
14,98,18,3,8.225798606872559,0.6738073229789734
168,177,8,6,9.044507026672363,1.0107022365555167
168,18,8,10,6.634043216705322,0.7739540189504623
168,19,8,12,6.807088851928711,0.8244776576757431
168,2,8,9,7.406904697418213,0.9185005947947502
168,22,8,1,14.968360900878906,0.8051765114068985
168,27,8,4,9.63348388671875,0.9784729555249214
168,3,8,20,6.689059257507324,0.8939807936549187
168,301,8,4,8.48455810546875,0.7163695693016052
168,305,8,7,8.002846717834473,0.9052611589431763
168,31,8,6,8.251540184020996,0.9370686933398247
168,32,8,3,9.335062980651855,0.9360136911273003
168,35,8,4,9.259574890136719,0.975544884800911
168,53,8,4,8.890933990478516,0.7854577600955963
168,57,8,2,10.80174446105957,0.8521525114774704
168,6,8,14,6.480764865875244,0.8394980132579803
168,82,8,1,13.957246780395508,0.917689323425293
168,98,8,3,9.626533508300781,0.870461955666542
177,18,6,10,8.082842826843262,0.8854358121752739
177,19,6,12,8.481734275817871,0.9901987910270691
177,2,6,9,8.554891586303711,0.958108376711607
177,22,6,1,16.467021942138672,0.987587139941752
177,27,6,4,9.477583885192871,0.8057242184877396
177,3,6,20,7.599023818969727,0.8533868342638016
177,301,6,4,10.839988708496094,1.0250493939965963
177,305,6,7,7.937960147857666,0.7201845347881317
177,31,6,6,8.9246244430542,0.8927609175443649
177,32,6,3,10.34411907196045,0.9785070642828941
177,35,6,4,9.868441581726074,0.9331211820244789
177,53,6,4,10.20533275604248,0.9006511196494102
177,57,6,2,11.859272956848145,0.9326333552598953
177,6,6,14,7.117759704589844,0.7342475354671478
177,82,6,1,14.082355499267578,0.8625361919403076
177,98,6,3,10.965787887573242,0.9872069684788585
18,19,10,12,5.356453895568848,0.5932023525238037
18,2,10,9,5.893576622009277,0.6672808527946472
18,22,10,1,15.46015739440918,0.9292808696627617
18,27,10,4,9.270732879638672,0.9861276522278786
18,3,10,20,5.828465461730957,0.8045255988836288
18,301,10,4,8.797088623046875,0.8378610759973526
18,305,10,7,6.878520965576172,0.7444429397583008
18,31,10,6,6.859102725982666,0.7159643173217773
18,32,10,3,8.8555269241333,0.9134132638573647
18,35,10,4,8.249960899353027,0.8368527591228485
18,53,10,4,8.30467700958252,0.7246384918689728
18,57,10,2,10.761961936950684,0.8991777822375298
18,6,10,14,5.486633777618408,0.7144146263599396
18,82,10,1,13.942047119140625,0.9612235687673092
18,98,10,3,9.582596778869629,0.9325685650110245
19,2,12,9,6.473640441894531,0.8153870403766632
19,22,12,1,15.078239440917969,0.8531355410814285
19,27,12,4,9.290904998779297,0.9991120216436684
19,3,12,20,5.6495819091796875,0.7674835622310638
19,301,12,4,9.317887306213379,0.9627397395670414
19,305,12,7,7.151126861572266,0.8147120624780655
19,31,12,6,7.091223239898682,0.7746486514806747
19,32,12,3,8.651926040649414,0.8738357126712799
19,35,12,4,8.33585262298584,0.8630513101816177
19,53,12,4,8.72868824005127,0.8195064961910248
19,57,12,2,11.27477741241455,1.0192580837756395
19,6,12,14,5.632519245147705,0.7661920338869095
19,82,12,1,14.08572006225586,0.9968428411521018
19,98,12,3,9.09129810333252,0.8294758945703506
2,22,9,1,15.467767715454102,0.9156642034649849
2,27,9,4,9.3203125,0.9618171527981758
2,3,9,20,5.676748752593994,0.7075448334217072
2,301,9,4,8.9041109085083,0.8339523673057556
2,305,9,7,7.517402648925781,0.8539576530456543
2,31,9,6,7.223196029663086,0.7637724578380585
2,32,9,3,9.173871994018555,0.9517955183982849
2,35,9,4,8.113624572753906,0.7791008502244949
2,53,9,4,8.634467124938965,0.7702538520097733
2,57,9,2,11.001626968383789,0.9257967472076416
2,6,9,14,5.972305774688721,0.7890360951423645
2,82,9,1,13.666051864624023,0.8868390694260597
2,98,9,3,9.462088584899902,0.8772530853748322
22,27,1,4,16.79308319091797,0.9766627084463835
22,3,1,20,15.152134895324707,0.8965794146060944
22,301,1,4,15.332966804504395,0.7707789838314056
22,305,1,7,16.004966735839844,0.9604269973933697
22,31,1,6,16.26599884033203,0.9955205172300339
22,32,1,3,16.669647216796875,0.966910045593977
22,35,1,4,16.095338821411133,0.9036358147859573
22,53,1,4,14.079934120178223,0.6184742450714111
22,57,1,2,17.557636260986328,0.9400422237813473
22,6,1,14,15.349620819091797,0.9456929303705692
22,82,1,1,20.143421173095703,1.0145844481885433
22,98,1,3,16.763132095336914,0.9335353448987007
27,3,4,20,8.720900535583496,0.9388261213898659
27,301,4,4,11.75658893585205,1.0760954022407532
27,305,4,7,10.042999267578125,0.9981825856957585
27,31,4,6,9.834622383117676,0.9380308762192726
27,32,4,3,9.869874000549316,0.7912015914916992
27,35,4,4,10.538979530334473,0.9401249624788761
27,53,4,4,11.39283275604248,1.0041309972293675
27,57,4,2,12.832173347473145,1.0048367721028626
27,6,4,14,8.792278289794922,0.960355632007122
27,82,4,1,15.122179985046387,0.9579165987670422
27,98,4,3,11.261946678161621,0.9354432225227356
3,301,20,4,8.663602828979492,0.8760159313678741
3,305,20,7,6.849918365478516,0.8237601220607758
3,31,20,6,7.160091876983643,0.8736448436975479
3,32,20,3,8.319640159606934,0.8628187328577042
3,35,20,4,7.815088272094727,0.8063657432794571
3,53,20,4,8.35695743560791,0.7886750996112823
3,57,20,2,10.737979888916016,0.9568476043641567
3,6,20,14,5.3543701171875,0.8197786509990692
3,82,20,1,13.314355850219727,0.8623863160610199
3,98,20,3,8.800514221191406,0.8163632303476334
301,305,4,7,9.63286304473877,0.8845168203115463
301,31,4,6,10.089007377624512,0.9559113569557667
301,32,4,3,11.254148483276367,1.0011774828890339
301,35,4,4,10.739723205566406,0.9489739537239075
301,53,4,4,10.92725658416748,0.9001356512308121
