site_i,site_j,n_i,n_j,euclidean_dist,cosine_dist
301,57,4,2,12.218693733215332,0.8899773582816124
301,6,4,14,8.50337028503418,0.8375472128391266
301,82,4,1,15.98957633972168,1.0688796937465668
301,98,4,3,11.502076148986816,0.9520952291786671
305,31,7,6,7.843167304992676,0.7792674005031586
305,32,7,3,9.899008750915527,0.9885076126083732
305,35,7,4,8.923088073730469,0.8434114903211594
305,53,7,4,9.57676887512207,0.8665460348129272
305,57,7,2,12.233375549316406,1.0782522782683372
305,6,7,14,6.686537265777588,0.7837701439857483
305,82,7,1,13.409558296203613,0.7950270771980286
305,98,7,3,9.669981956481934,0.8300058990716934
31,32,6,3,10.037775039672852,0.9974308600649238
31,35,6,4,9.133624076843262,0.8671009689569473
31,53,6,4,9.592805862426758,0.8543049246072769
31,57,6,2,12.000885963439941,1.0174470711499453
31,6,6,14,6.458777904510498,0.6964490711688995
31,82,6,1,14.852105140686035,1.0309666823595762
31,98,6,3,10.314705848693848,0.9350635856389999
32,35,3,4,10.489911079406738,0.9469934962689877
32,53,3,4,10.982280731201172,0.9472152478992939
32,57,3,2,12.208828926086426,0.9177002236247063
32,6,3,14,8.426251411437988,0.8925217688083649
32,82,3,1,15.275907516479492,0.9893611688166857
32,98,3,3,11.0155668258667,0.9077398180961609
35,53,4,4,10.355223655700684,0.8760092705488205
35,57,4,2,11.917003631591797,0.9004125446081161
35,6,4,14,7.623349666595459,0.7607895135879517
35,82,4,1,14.583016395568848,0.9092942103743553
35,98,4,3,11.224711418151855,0.9793207310140133
53,57,4,2,12.047246932983398,0.8603979647159576
53,6,4,14,8.295984268188477,0.7754270136356354
53,82,4,1,14.933767318725586,0.9136002883315086
53,98,4,3,11.726029396057129,0.9838005285710096
57,6,2,14,10.332428932189941,0.857133075594902
57,82,2,1,15.96004581451416,0.9189106300473213
57,98,2,3,12.387982368469238,0.8783611431717873
6,82,14,1,13.610212326049805,0.9355780258774757
6,98,14,3,9.674927711486816,1.0447143577039242
82,98,1,3,14.592140197753906,0.8449496328830719
